Blue,Green,Red,RE1,RE2,RE3,NIR,NIR2,SWIR1,SWIR2,NDVI,BSI,SAVI,MSAVI2,EVI2,NDRE,NDWI,BI,SI1,SI2,NDSI,ClayIndex,AlOH,IronIndex,FerrousIndex,SWIR_ratio,RedEdge_ratio,CarbonateIndex,RI,CI_green,elevation,slope,aspect,hillshade,curvature,plan_curvature,profile_curvature,TWI,label_pH,label_EC,label_OC,label_N,label_P,label_K,label_Fe,label_Cu,label_B,label_Zn,lat,lon,source
0.127388210354993,0.14902970435365742,0.21375706247117393,0.23795903068491175,0.2509732216248209,0.2775983009791134,0.1955449656989938,0.1964344834481963,0.3106925924065071,0.2100473401053122,-0.0444954959277965,0.2378104337614717,-0.0300429827625522,-0.0257087988343877,-0.02664828326518,0.0266175750358297,-0.1349932692476657,0.1880955148732194,0.1813933834124156,0.178482917455944,-0.351653354297791,1.479155090708285,1.479155090708285,1.4343252132065845,0.6293840615393389,1.479155090708285,55.66109206730925,1.5967221549350934,1.4343252132065845,0.3121207382586803,21.24319284475896,0.2723986169993867,216.1638258593825,174.78878260944927,0.359959970051272,0.9058082285267078,0.770071519024501,0.8548200114228044,6.86291354682953,0.5508467055774331,0.5109736038797867,168.3882972856141,20.08305717259708,134.37988309720535,12.79132100013416,0.4804038957647072,0.4382990381188855,2.2015725612144124,16.55163211070564,80.35399842428366,synthetic
0.10924523015324969,0.12272553284334091,0.14979565901674996,0.15091635929553737,0.1760119267029783,0.2005553041358927,0.1800815493366794,0.1843331497358934,0.2679647183631492,0.172999787350287,0.0918095869044448,0.1816375767265938,0.0547416352956964,0.0460948514412744,0.0491784631823669,0.0767616887417113,-0.1894143818929098,0.1526757569529221,0.1362605959300454,0.1355866957722993,-0.3717502156748091,1.5489309118084569,1.5489309118084569,1.2205745254979994,0.6720345515510388,1.5489309118084569,50.37407635379544,1.229706286858677,1.2205745254979994,0.4673519451453791,17.6522264219072,1.6904784618116622,317.1047438645803,176.1400210576523,-1.890908743432589,2.1557847624852764,-1.2990140739999654,1.772495934854086,7.175490818307247,0.4428660340312584,0.7933347059086315,248.71268171129265,19.443596780263626,67.99759373042204,8.808743203491435,0.4096550085768197,0.2160951327707361,0.4209316464414611,16.152609243037546,80.64852098327336,synthetic
0.09265853695162163,0.15376472232878258,0.15134021185933408,0.15231095630053795,0.1658870263066846,0.1955402373438384,0.1866223504500924,0.1997963375121897,0.2606972799679452,0.2090609164027451,0.1043965883240603,0.1920339574677455,0.0631570075640147,0.053466781133915,0.0569125918560825,0.0426654809444195,-0.0965301876964198,0.164697046366951,0.1525524670940583,0.1525476504366082,-0.2580032832650425,1.2469919507371017,1.2469919507371017,0.9842323360473778,0.7158584488224778,1.2469919507371017,50.32071596480456,0.9905455165123236,0.9842323360473778,0.2136876887212992,9.4901361211802,0.4813728466250135,319.0833652548505,183.58798969647572,0.6180983783431362,-0.9114830152482613,-2.503800691256723,1.63245544023627,7.165258891074215,1.1692277045367656,0.5325922131423203,193.91314752894613,7.097840063011478,309.2729562213689,5.908379379906149,0.5140719229335781,0.3960841779728745,1.99040191454604,16.296672202598543,81.19580433868036,synthetic
0.11421981654425395,0.1587360996733394,0.2025129028600265,0.20155306996928807,0.2238913224338247,0.2726645741417339,0.2085119996090007,0.224796222477891,0.3114010160513826,0.1956276189229965,0.0145954580813528,0.2285102218501929,0.0098774963220803,0.0085183852867013,0.0088506117344434,0.0525056924263448,-0.1355375287098658,0.1912118189733075,0.1806245012666829,0.1792933583084618,-0.3247242367112074,1.5918049699002732,1.5918049699002732,1.2757835380658509,0.669593189685018,1.5918049699002732,49.76301932440279,1.269736817170518,1.2757835380658509,0.3135764330741049,12.264468494709911,0.9171007800088232,159.49805945500032,175.2921153274932,-0.4516610053604946,2.2003099168252827,0.0635152510360266,1.7336446054282646,7.158009960124639,1.6144271332922329,0.739755607353962,168.27753728016714,17.7239352349273,61.10431540052101,13.966661126428637,0.3266825117843476,0.4206999253576354,0.244854256200126,16.19924695466351,80.7280730375848,synthetic
0.09995078680006814,0.11309531925396177,0.19858818655290375,0.22282012339487223,0.2448147089182985,0.244489096263427,0.1553496953722647,0.1659634190800911,0.3247893886735708,0.1951473060519214,-0.1221640668223716,0.3442720520536916,-0.0759513521343489,-0.0629540047336155,-0.0662370026976721,0.0470336766138564,-0.1574042118820207,0.1595424153924611,0.1558417529034327,0.1498645867383818,-0.4834470469135363,1.6643293481446086,1.6643293481446086,1.755936389435915,0.4783090236005177,1.6643293481446086,56.10105194638885,1.9701975719659748,1.755936389435915,0.3736173733540502,7.185300199736109,0.3900595972332424,272.6460269120925,178.26127948891096,-0.8623012697134375,2.468446966988986,1.690668124493659,1.5122075019307295,7.162824570319674,0.486800183092044,0.4594495640135886,110.75312196548988,17.23590194293081,56.88609879340388,10.247747516309929,0.7895270753433468,0.5978391710063118,0.3075317527211073,16.344946582544004,81.18766025380832,synthetic
0.10149704439866097,0.14247553146353412,0.1435551135628489,0.15277525687255705,0.1824495559118149,0.1863178783445196,0.1778546234476923,0.1916140312844057,0.2834381872339259,0.2241410159684525,0.1067158390942048,0.2090219925046192,0.0626353237721662,0.0526443622077429,0.0563252185638007,0.088520592208742,-0.1104457114988664,0.1554987832509516,0.1430153225131915,0.1430143038271867,-0.3309652853411767,1.2645529690729136,1.2645529690729136,1.0075773158255674,0.6274899835599999,1.2645529690729136,53.211360111415175,1.0722911878497474,1.0075773158255674,0.2483169679785566,14.945298303182533,2.626852840171136,184.06968739780848,170.6596893277182,0.3105382509212268,-1.3054012983501415,-0.1938788939881161,1.2844375517011466,7.259350538935666,0.4936767734428656,0.512183999329822,156.90819920436388,12.237328549790057,347.50976551741053,2.71702833044382,0.7216632426851544,0.6494844338796846,2.3468956994997483,16.23763113931041,80.53394146791086,synthetic
0.1220319103670958,0.1865944274040482,0.23325084169601185,0.2404169377907799,0.2752815287369691,0.3049573913802949,0.2520365841800883,0.2663096732460017,0.3503345415622989,0.2722735543836545,0.0387105485196769,0.2187814338228986,0.02859938428734,0.0254090737064605,0.02592082764662,0.0676065436326183,-0.1491963743979165,0.2256441706576302,0.20992263455003,0.2086224035135719,-0.3049567509246398,1.2867005844741366,1.2867005844741366,1.250041841769126,0.7194168838052454,1.2867005844741366,51.53613509873362,1.2884465047296694,1.250041841769126,0.350718709483927,10.242237293203932,0.7620595919031828,277.9225420274895,173.23826590472692,1.1539497034892217,-0.326684311570371,0.3959899283502217,1.4745860203516374,6.962609660249922,0.420550971544624,0.25,100.25297815186012,12.818684830851932,66.66171365780407,2.521589998717032,0.3828560556480056,0.323830163216687,2.16190838092406,16.33488958771219,80.45606849335772,synthetic
0.11339987623073346,0.1480923182965423,0.15730339985212236,0.1575517140454093,0.1932043551959281,0.1936578632145441,0.1940779528871113,0.1986829474904129,0.2726540877869087,0.1870288889122686,0.1046570987437198,0.1660886800129723,0.0647909768930289,0.055176474868798,0.0584983615142881,0.1016451151536396,-0.1343940088573418,0.1676722459048533,0.1526978590743323,0.1526283891025151,-0.2960495143709232,1.457818037484065,1.457818037484065,1.0621982400001035,0.7118101711307986,1.457818037484065,50.078928425425126,1.0638749926915545,1.0621982400001035,0.3105200534337418,22.1382323017691,0.0704548380376912,318.3700287564338,186.2757675333246,-0.250412410265219,-0.7036545390756608,-0.079545060863449,1.5892876289528377,7.026295987286166,0.4041847948214047,0.5319627303434213,120.26829661233572,37.80601069952568,348.9164486322235,4.021479534089867,0.8064614000569846,0.2784690415801854,1.564879075024291,15.943779603214304,80.65961287467033,synthetic
0.08647758849233268,0.15121104598602741,0.18078928056327015,0.1985333682239116,0.2252017303288566,0.2368842219888298,0.1894027620618141,0.1996485503208564,0.2753086421496228,0.1873447256620621,0.0232676029830273,0.2462061764595478,0.0148475527411626,0.0126094366356761,0.0132654118521242,0.0629364009096537,-0.112126153025177,0.174568945951084,0.1660001632746487,0.1653400623473738,-0.2909539684207343,1.469529719487447,1.469529719487447,1.195608954255735,0.6879651891162896,1.469529719487447,54.90739484259179,1.3129554585731589,1.195608954255735,0.252572263003298,14.15234763049866,0.5673618514353658,256.2505250925497,180.6657557269693,0.2337111867461508,-4.908061811126563,0.7455354990311359,2.0427729716267384,6.944119510826919,0.4287438399847661,0.6720483181386502,154.89653016445922,16.250732868546272,57.21303419308969,7.598707967431007,0.6722331370909617,0.8469190247517348,0.3056130209277068,16.488073129201435,81.03561701681976,synthetic
0.12179352332725424,0.14616466000208342,0.1952697931708149,0.21201537110757773,0.2239741463010134,0.2524101605577321,0.1886784609906421,0.2010669535636356,0.2627256073969387,0.2161047018189274,-0.0171672408757294,0.1919709527813443,-0.0111850419113484,-0.0095053880010005,-0.0099427214636442,0.0274290428748988,-0.1269663260082801,0.1780392855526505,0.1707172265864491,0.1689424248893371,-0.2850665726314312,1.2157329534508443,1.2157329534508443,1.335957632768629,0.7181578638643225,1.2157329534508443,54.28780551893001,1.450524162985469,1.335957632768629,0.2908623807420529,11.469804667171974,2.065605864117693,21.872409555453235,176.2352715570573,0.3629454385269599,-1.9432055348067276,-0.2943816157770488,1.5760701687430985,7.14371384215149,2.0929053535054623,0.25,100.0,12.67504476792682,65.90910694240685,4.41777656679551,0.7286964698357653,0.3460674115842156,0.7997290347034881,16.21475937113216,80.41798137520753,synthetic
0.1209386555119997,0.1534533563331295,0.2485578406758669,0.2600065018973372,0.3043317911326833,0.3293694560741463,0.1909303945130708,0.1979575271630295,0.2985291943570041,0.221036516090324,-0.1311239787952408,0.2738416885632658,-0.0920087830869006,-0.0789005625077414,-0.080599214995317,0.0785438268220518,-0.10882347956032,0.2014806428090706,0.2010055985044982,0.1952998589211652,-0.3209766339018646,1.350587675002141,1.350587675002141,1.6197615133049064,0.6395702602028985,1.350587675002141,52.30301751703741,1.694368296076191,1.6197615133049064,0.2442242976985331,19.241254569084823,0.1360850168933092,88.30595227771505,177.51666978634452,0.1920028589766954,3.042528721038387,-0.0736850838653591,1.843969142935688,7.021037578129005,0.4156806467028552,0.531380207167305,150.27740153684672,19.61899624200648,59.17602514072269,8.60098715676203,0.5670098818991107,0.274681459535735,0.3535176477123314,16.15580034652185,81.16717679492479,synthetic
0.09932254094633558,0.1422274120585221,0.15867527942665094,0.17180097508289133,0.1777514042228305,0.2066045571922387,0.180071797845842,0.1862369400667924,0.284784972145169,0.2091887395403915,0.0631636987935271,0.2269694551846955,0.0382651439253358,0.0322256638086823,0.0342696867940861,0.0170229970533597,-0.1174200386067638,0.1610717577369625,0.1504513457425865,0.1502264102963104,-0.3338487711981582,1.3613781161016123,1.3613781161016123,1.115644847431809,0.6323079356661087,1.3613781161016123,54.13602411909029,1.2079315273781446,1.115644847431809,0.26608362789972,22.8173296808046,0.6098129785463325,282.8804444498874,188.39355567881336,-0.7973558963301591,3.3846797210657544,1.6381599872396162,1.880451990605265,6.889619747745533,0.4595657727672122,0.6638019084039393,164.6207533781257,26.270560752091363,87.37705520796146,10.11359043779028,0.6005102224090186,0.4037486510714811,1.0599714818221129,16.40295580715444,81.09191668329939,synthetic
0.12277205257274336,0.160595212599652,0.25932565608894537,0.2833571794799273,0.3085881840267914,0.3423341039124363,0.2144914476815804,0.214709853411769,0.3126456209548004,0.2646199713913454,-0.0946234484909079,0.2581377025950925,-0.0690594900732969,-0.0602126542985566,-0.0610197436605331,0.0426238738568207,-0.1436900872396475,0.2152883332838618,0.2099604343442986,0.2040746404435113,-0.3212960447470706,1.1814891344403862,1.1814891344403862,1.6147782483119133,0.6860529407913559,1.1814891344403862,54.63346429994944,1.7644185956296763,1.6147782483119133,0.3356029996752543,20.800639245393068,0.3207563152614509,7.072005427286268,176.6196985301998,0.1788165023224891,1.3542070281867276,1.1440708120126548,1.5836414075954126,7.059028556258035,0.4004805852044482,0.3649958880668508,100.0,18.778100403978847,59.0131092832061,12.651458942923416,0.8543384972155428,0.2107121882327285,1.6149959256818809,16.601290353222083,80.46310765705219,synthetic
0.11201129509415898,0.12034752823768861,0.17882105011315938,0.18395254276033812,0.1881171087199186,0.2349764488644658,0.1533704530068359,0.1482992729082744,0.2787536667662966,0.2126284933007159,-0.0766142324251919,0.2658430733001538,-0.0458739310799962,-0.0378560967400649,-0.0402052735442252,0.0111929740354232,-0.1206457993674908,0.1527339641031821,0.149584289175424,0.1466992548651375,-0.3969072007667605,1.3109892396785283,1.3109892396785283,1.4858722296313762,0.550200665648713,1.3109892396785283,51.43481224495984,1.5285111830217937,1.4858722296313762,0.2743963690216091,13.383093189511651,0.1263616783317431,186.45803896039772,182.32892242418404,0.1473315058912058,-4.0529308408667575,-0.691749636857451,2.188562479083172,6.809189980511534,0.4420126366429038,0.5910984356213846,134.10457590131884,27.682745509614392,393.0604759964634,4.934999430182991,0.5612787319392899,0.4073172123029612,1.8541605524936355,16.413117897553533,81.21552832864391,synthetic
0.11775821742543319,0.16333694530081888,0.18849634064598444,0.19260258718381143,0.2327231704819979,0.2508690730646268,0.2157332720474593,0.2066033506103612,0.2805511107430068,0.2050739963761291,0.0673798516457298,0.1689088900802869,0.0451825471414453,0.0391238914497524,0.0408196923475923,0.0943290700851023,-0.1382232742391287,0.1903949166035627,0.1759166429734016,0.1754662830332303,-0.2640624445334316,1.3680481957763384,1.3680481957763384,1.1540337080433904,0.7689624591972385,1.3680481957763384,51.08921120796157,1.1791734370267168,1.1540337080433904,0.3207867433184928,10.198196751695324,0.7361329979679648,219.7510537274691,184.13645979507172,-2.183757775150613,3.914989515750076,-0.6656403126838264,1.649978646706572,7.058670696565995,0.4913414287911971,0.479613768405724,151.85373865156205,36.33050192366623,66.18191499839816,3.977565303182461,0.8503449712965576,0.4805122757413495,2.4842734742475368,16.665341387470157,80.78011236571898,synthetic
0.131499940623038,0.15162444127203323,0.1359490072814276,0.14470472143304744,0.1584338454853932,0.1714202765054508,0.1619640304088591,0.1620812024449066,0.2720516402274909,0.2260313830925603,0.0873242179724701,0.1632821859953507,0.0489057489323718,0.0405412022956026,0.043700939203883,0.0452899284529165,-0.0329718406050832,0.1502269959296528,0.1437867242767304,0.1435729510406958,-0.2842435623105842,1.203601183628935,1.203601183628935,0.8966167073124975,0.5953429660391828,1.203601183628935,53.220219965819496,0.9543627677639984,0.8966167073124975,0.0681921004956935,17.228974892239766,0.2963119320496397,295.1985944044723,187.1359601305855,0.6860583254597312,7.408016559123717,-0.5960441114343278,1.5755643315205148,7.7660811955722595,1.978531761377022,0.7711127786219009,248.7675869033816,20.080746625896104,56.655100965177965,3.060585388297392,0.803097619199616,1.6684259768158367,1.517686161924538,16.076219717596157,81.04940865945204,synthetic
0.0941137137830881,0.14386502465955797,0.19834384349231632,0.21570426234868967,0.2293080291971445,0.2522976829364307,0.1812226592188972,0.1855182495376337,0.2560251573549927,0.1718726257943905,-0.0451072054726026,0.2453491971089005,-0.0291982201811529,-0.0246857484234144,-0.0258277358995495,0.0305694181404073,-0.1149155636987806,0.1759536660468395,0.1711044340759371,0.1689222955535876,-0.2804773346770395,1.4896214924956863,1.4896214924956863,1.378680078508845,0.7078314533271518,1.4896214924956863,54.37634426930067,1.4993516517244687,1.378680078508845,0.2596714152570598,20.787965000296307,0.742404489382438,290.38200456629625,175.52196357821506,-1.202925681118909,2.3735296679321647,-1.1238509999243764,2.241947836649749,6.996521894092638,0.4451132066901159,0.4213139419620236,149.12933405085397,17.35954839221712,56.92986429834404,9.17462257944907,0.6595735298187463,1.9690661221863408,2.473750718099684,16.496733525868184,81.1495382635847,synthetic
0.11723889031758733,0.14663432224296505,0.15542179226044528,0.15423971743638057,0.1884279415333428,0.1941198347420677,0.1759022359739314,0.1945559267108452,0.2842140966557087,0.2345052771823771,0.0618139401504092,0.1999172454709167,0.0369539006775444,0.031012365400988,0.0330561228617805,0.0997707927850064,-0.0907429340786282,0.1597906490690568,0.1510280572517051,0.1509641320642002,-0.3193229174313775,1.2119731379634266,1.2119731379634266,1.0599277841849324,0.6189074998169987,1.2119731379634266,49.61972037290502,1.0518664053345832,1.0599277841849324,0.1995979746301899,24.50871027873957,0.1564227738334414,26.344893981881285,172.95585927661983,0.1025953653751901,-0.0110992467625025,-0.5523216841989386,1.854791924215988,7.1705626656140655,0.4141724555752454,0.6901434947386192,164.0100044139581,42.96488565806172,277.990370947129,5.46264100332388,0.681681399019965,0.2307789289030947,0.8642778838322616,16.177390599511952,80.5479517183943,synthetic
0.13951832929776473,0.16899687809605776,0.22208540540298372,0.23167127491218756,0.2488250507635272,0.284131018806125,0.2391802327282097,0.2430929124165904,0.3488947859543758,0.2445065209386942,0.0370606996814776,0.2024701810416319,0.0266754994360251,0.023500303007054,0.0241154638643879,0.0357001186044794,-0.1719433858466028,0.2122019916864919,0.1955411417495207,0.1937311027785719,-0.3473659068075543,1.426934482626151,1.426934482626151,1.3141391007042773,0.6855368505262981,1.426934482626151,52.1581493596596,1.370861269878049,1.3141391007042773,0.415293793724756,12.516778427050935,0.3479984477737852,244.6903062430099,174.3772307866084,1.2142072277534994,-3.4557146581584943,-0.1214950182874572,0.8432983017715516,6.832653279582781,0.4165065709464174,0.2948896764898108,115.46160107172231,30.154468032390213,257.77289832034575,7.021660499762194,0.7118488559355695,1.6270742953610928,2.139268453035133,16.55291846044914,81.05084083556163,synthetic
0.11670545195356205,0.15225660820773834,0.22716694646249325,0.22906446919499948,0.265102834296948,0.3021698280550735,0.2128066221796357,0.2276863782628716,0.3065141781750452,0.2557165491096241,-0.0326390612384694,0.2365276401141341,-0.0229160554539881,-0.0198692469390742,-0.0204213092946705,0.07292745751158,-0.1658617159054479,0.2000612862362633,0.1897117773351158,0.1859776028592908,-0.3362410471846354,1.198648187777806,1.198648187777806,1.492000571512453,0.6942798647901547,1.198648187777806,50.41764939003121,1.5044632340848207,1.492000571512453,0.3976839802531475,17.369523304806588,0.8618620290769411,284.5081725614262,183.39659465457427,-0.195055967459289,-0.0558065356106117,-0.7734213313517333,0.7364814781671336,7.061302472601585,0.4239473539708654,0.6749543352785037,227.3732701871147,28.89122502417706,91.3682161524154,9.73410894230625,0.7019586924602399,0.2867007103545509,0.5927184836911956,16.38747043450696,80.91816278670221,synthetic
0.12551678026323193,0.17702984914927902,0.19244417612501172,0.21375002202788895,0.2177127357565823,0.246776423919381,0.199815794406741,0.2228397961096548,0.3229878967768803,0.2068387763594747,0.0187926855063583,0.2261031057321746,0.0123926072980772,0.0106141479071991,0.0110905983946555,0.0091843702567917,-0.0604649293062872,0.1900005965855967,0.1847370126371453,0.1845761725387871,-0.2919057343961749,1.5615442252256635,1.5615442252256635,1.0870719093407502,0.6186479320145348,1.5615442252256635,55.53559123790708,1.2074236240671816,1.0870719093407502,0.1287124480247843,8.741374823822884,0.4712696306963579,37.95833330062493,189.8181457443197,-0.8368902154459124,-1.9794073474612837,0.5114462987917892,2.43737582076736,7.073516639849179,0.4102688400595029,0.443249298468839,135.3255516913829,14.69740942115134,299.1806680469174,3.524035740026479,0.7887365955266787,0.3101372508169521,2.4950351221811657,16.366937102733647,81.09446907397239,synthetic
0.11127649029565419,0.14084227068983707,0.1690374010193142,0.1648705345222899,0.1949831766014138,0.2270942111533866,0.1786903483029237,0.1723114835206602,0.2439604287559313,0.170561219205627,0.0277600717074326,0.1750173181338677,0.0170802724542055,0.0143751412571081,0.0152314258618027,0.0836802318959331,-0.1184482436063777,0.1636463959609804,0.1549398358545756,0.1542971528935929,-0.2679767006485108,1.430339381320996,1.430339381320996,1.2001894047247257,0.7324562807753277,1.430339381320996,48.76747202929717,1.1706040644954374,1.2001894047247257,0.2687266928295677,4.011655818426201,0.3254171784413541,174.7488510954011,183.73133837888645,0.4473193189548805,-0.796344092419005,-1.6735656183232257,1.8331603279240447,7.044638892351666,0.4895469810763127,0.6178229541563927,176.86500138292038,16.953187546843893,129.5303150688295,9.679579532587615,0.6594911551785199,0.2695337153345566,0.3302728793849478,16.490971939356694,80.33009791571716,synthetic
0.12450610148953614,0.17181603723496341,0.2637321411467547,0.2732512981126869,0.3060153379234022,0.3557211508691883,0.2453607286671938,0.2649219486292352,0.3354714767979677,0.2503663681814885,-0.0360865640294437,0.2366564659985655,-0.0273088033259239,-0.0242530970911613,-0.0244519481878489,0.0565612409137833,-0.1762914363097291,0.2304179391866544,0.217774089190859,0.2128694702941862,-0.3226088455032851,1.3399222876244592,1.3399222876244592,1.5349681286508392,0.73139073106641,1.3399222876244592,51.80470171829289,1.5903713210368589,1.5349681286508392,0.4280432293503307,7.820327739752232,0.2549694154345056,233.76897257738932,176.6260266753387,1.121517251473773,5.156792916149151,-1.1799123020879356,1.730449596393452,7.197610237744906,0.4078373115298821,0.25,100.0,32.8748445243494,134.8898816066228,9.505692982711135,0.7719518746260543,1.207745509285726,0.3183259510952639,16.22759450984953,80.40408478690405,synthetic
0.1074744005708234,0.1514825610343755,0.16894359305270815,0.17574977749599982,0.1947512302022529,0.2138177850391288,0.1721867397382188,0.167411303895663,0.246578891588196,0.2217899747572458,0.0095070603938094,0.1954323135074013,0.0057835508227655,0.0048422112457208,0.0051392005220262,0.0512858325892669,-0.0639670756245825,0.1644558474411591,0.1602130770435418,0.1599750235067135,-0.2388986165035404,1.1117675262738194,1.1117675262738194,1.1152676050569958,0.6983028378024454,1.1117675262738194,52.01433635934576,1.1601980868023314,1.1152676050569958,0.1366769782770243,2.33327308648022,0.2045994115287335,123.26355604884516,185.877748346994,-0.8868844775141072,3.532528079762395,0.6591228016891176,0.9125868711375552,6.972659798680504,0.4430068834090093,0.4919810339238177,100.0,9.779790822038516,163.08205885194542,11.582610533098515,0.5850411957964395,1.1645766616264508,1.3784594474304428,16.145322159691208,80.7268822141296,synthetic
0.09557001824856035,0.14123916676166617,0.17201307306497962,0.17994625416346996,0.1984078497360304,0.2121673527615736,0.1543922771389484,0.1500563989107499,0.2648885262793561,0.1908464817696557,-0.0539843965824637,0.2721635321327315,-0.0319833286201795,-0.0263946529876226,-0.02810829821056,0.048794489959252,-0.0444915810011483,0.156390509913419,0.1566261199133229,0.1558684801741882,-0.3044593149690509,1.3879665154061696,1.3879665154061696,1.2178850740123863,0.5828575488246084,1.3879665154061696,52.30598202716066,1.2740534958487826,1.2178850740123863,0.0931265078862821,13.716834774394664,0.2758374789447636,133.3916254445251,177.57176694937027,-1.88769268388156,-1.3717476176951733,1.900922152561072,1.741495279672114,7.54637369372641,2.104369657121194,0.6250090108109796,121.59875710956344,34.51369220906262,377.7168350021829,9.207346415653262,0.6977019948012563,0.2575771144426038,2.220160390334028,16.449500924205115,80.60998835290312,synthetic
0.12017932519374723,0.1549598332591405,0.1945911832654672,0.19611031241789928,0.2421895179412709,0.2471680534996298,0.1929049592946184,0.2040876300851255,0.3386457306195571,0.2288093951012333,-0.0043515890386849,0.2601289316156301,-0.0028499683942028,-0.0024292988552114,-0.0025396105091013,0.1051316980444179,-0.1090800987585824,0.1817421266967876,0.1747755082623038,0.1736485453797861,-0.3721309288835853,1.480034202571657,1.480034202571657,1.255752404818679,0.5696364721377001,1.480034202571657,50.39033863891965,1.2655557785090186,1.255752404818679,0.2448707206081075,10.582590590074233,0.00138327710332,37.03581680818543,175.84105336418747,0.9461381292220112,0.351391760543792,0.2528722222525955,1.3781285915951995,7.062842268358018,0.4110497553832787,0.4318274582117721,118.3670730414897,23.95716727327928,70.24880683277027,3.54082176766886,0.6453984001523551,0.3395714888235772,0.9236089188936468,16.01739523322426,80.65943301357329,synthetic
0.123039633580772,0.14394501344801797,0.24421958337161132,0.2634036803108827,0.287957069760095,0.3124506643804381,0.2092560165998103,0.2143835360033375,0.3401058267515364,0.2132295370840986,-0.0771013185646661,0.2749552356827783,-0.0550043967137422,-0.0476926148320937,-0.0486853869442767,0.0445323491045004,-0.1849117001670029,0.2034301291041337,0.1940822984098146,0.1874945098201436,-0.4052483677487286,1.595022112801367,1.595022112801367,1.6966171840319075,0.61526736721474,1.595022112801367,53.92763280372981,1.829890970179416,1.6966171840319075,0.4537218871800497,17.600320626836314,2.320637043734929,278.7716007460489,177.6466534282397,0.6833467783085541,-0.0193997066510611,-0.8342146425416451,1.6737652479568186,7.002853931184827,0.4061462092558594,0.3440612220112902,100.0,12.703648790950693,55.99835090984224,6.030469331806671,0.5067673428267288,0.2593831345984854,0.5930406051190349,16.447134020266724,80.95868950027838,synthetic
0.0958199816039447,0.12542673925236927,0.13975556370572084,0.1576572955135037,0.1701562459427301,0.1747705551548495,0.1203977644145501,0.1219795200418164,0.2601561833471961,0.1898940114517248,-0.0744091930579195,0.2981418724504874,-0.0381984763633922,-0.0304547416672141,-0.0332422919562281,0.0381282308704351,0.0204575814955192,0.1287880768060552,0.132591151479045,0.132397449552419,-0.3494175593594122,1.3700073075413095,1.3700073075413095,1.114240588081627,0.4627903241256852,1.3700073075413095,56.40465800899276,1.256967186209663,1.114240588081627,-0.0400949180995644,16.152222789300396,0.4577558359729565,85.36283572396339,176.9570566089975,0.3079096153112468,-1.733282565053726,-1.1131125509697266,1.5086463784951334,6.861479545049868,0.6113485213837505,0.7120414827042181,110.55105248771396,10.494324327431276,287.5365624158564,2.4391249337488285,0.5630969107030206,0.3613551278649518,1.892635657769372,16.09197618660453,80.86861971054911,synthetic
0.13307400152672935,0.1544277161471038,0.20893725414549466,0.21340010881639374,0.2304798699099216,0.2646902221184808,0.210219065630218,0.2107242929445974,0.3289193966005655,0.2421211792606905,0.0030580750454895,0.2208064979369633,0.0020918283274756,0.0018071104690892,0.0018721666932912,0.0384783316969124,-0.1530010742400661,0.192954874896275,0.1816824851462992,0.179626565339695,-0.3610069771608378,1.3584908086310776,1.3584908086310776,1.352977686637977,0.6391203066856673,1.3584908086310776,51.06798921263495,1.38187699812328,1.352977686637977,0.3612780844985683,5.860927992221587,0.3618874208326458,156.57179844494436,176.38195026993947,-1.4398565877252638,-5.3739563021555625,-0.3752486600986346,1.6841731039997123,7.231736770696753,0.4580827558807869,0.5517281035650694,160.6938481762276,24.128495058348243,250.24228763430185,6.150604624961368,0.7626499237263721,0.764921422405864,1.4789897218631862,16.69085422655962,80.77706177790618,synthetic
0.14294474016741762,0.1613268462759308,0.26842116267833244,0.2847276924276671,0.3095264847861353,0.3321110915318261,0.2347602935318731,0.2424285027564184,0.3403047664831521,0.2278610989828255,-0.0668960842338778,0.2341987467202013,-0.0503311772831545,-0.0444665202033596,-0.0447863054092423,0.0417309516157007,-0.1853972009951591,0.2259709917386867,0.2148740044771316,0.2080950255258735,-0.3567915484154044,1.4934746123944649,1.4934746123944649,1.6638344384370427,0.6898530865670248,1.4934746123944649,53.03748959035617,1.7649120341736149,1.6638344384370427,0.4551842979087495,17.497896673081115,1.1758530367971831,185.89737128836373,185.75603191034335,0.4781408817338772,3.312107282048602,1.2665746717210422,1.8774256819962556,7.817168731523424,2.1574921227445927,0.5593234036696598,185.4752924022914,30.004189179880075,222.65799249608463,13.291226018150262,0.6816974368175286,0.9761965967920152,0.4280136453479793,16.438568402400758,80.55722319003186,synthetic
0.10756200909952433,0.14726868785925368,0.1792497406793023,0.18580495910772418,0.2041691630863786,0.2380815188432248,0.1882513856622526,0.1911883029957674,0.316415473890875,0.2424124299668138,0.0244941969241476,0.2525043850832311,0.0155647837961529,0.013205698393524,0.0139047247861211,0.0470908270226791,-0.122146783203495,0.1724887630747208,0.1632592142692779,0.1624742259835458,-0.3647887929326833,1.3052774312529771,1.3052774312529771,1.2171612532503395,0.5949499983277572,1.3052774312529771,51.82851545658577,1.2616732165448503,1.2171612532503395,0.278285210513769,6.3102051670441135,0.6439780912378752,31.409947654719986,177.22793488137722,0.826843989998322,4.72761472240414,0.5142260337361366,1.949113556645424,6.958169063866019,0.4229319268274203,0.3841510149462834,147.8861102853046,12.66245849707494,355.2627785140759,2.64286636377332,0.7963120914892103,0.4296696324639546,0.2636241041853413,16.517836699477094,81.27698845690675,synthetic
